filename,speaker,condition,expected,predicted,correct,confidence,latency_s
speaker11_TurnRight_snr20db.wav,speaker11,SNR_20dB,turn right,turn right,True,0.573,1.06
speaker12_MoveBackward_snr0db.wav,speaker12,SNR_0dB,move backward,move backward,True,0.666,1.01
speaker12_MoveBackward_snr10db.wav,speaker12,SNR_10dB,move backward,move backward,True,0.68,0.99
speaker12_MoveBackward_snr20db.wav,speaker12,SNR_20dB,move backward,move backward,True,0.682,1.0
speaker12_MoveForward_snr0db.wav,speaker12,SNR_0dB,move forward,move forward,True,0.656,1.33
speaker12_MoveForward_snr10db.wav,speaker12,SNR_10dB,move forward,move forward,True,0.657,1.14
speaker12_MoveForward_snr20db.wav,speaker12,SNR_20dB,move forward,move forward,True,0.656,1.5
speaker12_Stop_snr0db.wav,speaker12,SNR_0dB,stop,stop,True,0.6,1.47
speaker12_Stop_snr10db.wav,speaker12,SNR_10dB,stop,stop,True,0.488,1.27
speaker12_Stop_snr20db.wav,speaker12,SNR_20dB,stop,stop,True,0.504,1.12
speaker12_TurnLeft_snr0db.wav,speaker12,SNR_0dB,turn left,turn left,True,0.657,1.25
speaker12_TurnLeft_snr10db.wav,speaker12,SNR_10dB,turn left,turn left,True,0.656,1.27
speaker12_TurnLeft_snr20db.wav,speaker12,SNR_20dB,turn left,turn left,True,0.606,1.13
speaker12_TurnRight_snr0db.wav,speaker12,SNR_0dB,turn right,turn right,True,0.669,1.17
speaker12_TurnRight_snr10db.wav,speaker12,SNR_10dB,turn right,turn right,True,0.637,1.12
speaker12_TurnRight_snr20db.wav,speaker12,SNR_20dB,turn right,turn right,True,0.607,1.57
speaker13_MoveBackward_snr0db.wav,speaker13,SNR_0dB,move backward,move backward,True,0.646,1.52
speaker13_MoveBackward_snr10db.wav,speaker13,SNR_10dB,move backward,move backward,True,0.629,1.37
speaker13_MoveBackward_snr20db.wav,speaker13,SNR_20dB,move backward,move backward,True,0.621,1.2
speaker13_MoveForward_snr0db.wav,speaker13,SNR_0dB,move forward,move forward,True,0.713,1.14
speaker13_MoveForward_snr10db.wav,speaker13,SNR_10dB,move forward,move forward,True,0.659,1.1
speaker13_MoveForward_snr20db.wav,speaker13,SNR_20dB,move forward,move forward,True,0.647,1.33
speaker13_Stop_snr0db.wav,speaker13,SNR_0dB,stop,stop,True,0.576,1.13
speaker13_Stop_snr10db.wav,speaker13,SNR_10dB,stop,stop,True,0.606,1.22
speaker13_Stop_snr20db.wav,speaker13,SNR_20dB,stop,stop,True,0.598,1.32
speaker13_TurnLeft_snr0db.wav,speaker13,SNR_0dB,turn left,turn left,True,0.717,1.39
speaker13_TurnLeft_snr10db.wav,speaker13,SNR_10dB,turn left,turn left,True,0.67,1.38
speaker13_TurnLeft_snr20db.wav,speaker13,SNR_20dB,turn left,turn left,True,0.674,1.14
speaker13_TurnRight_snr0db.wav,speaker13,SNR_0dB,turn right,turn right,True,0.664,1.17
speaker13_TurnRight_snr10db.wav,speaker13,SNR_10dB,turn right,turn right,True,0.623,1.12
speaker13_TurnRight_snr20db.wav,speaker13,SNR_20dB,turn right,turn right,True,0.615,1.28
speaker14_MoveBackward_snr0db.wav,speaker14,SNR_0dB,move backward,move backward,True,0.626,1.09
speaker14_MoveBackward_snr10db.wav,speaker14,SNR_10dB,move backward,move backward,True,0.63,1.2
speaker14_MoveBackward_snr20db.wav,speaker14,SNR_20dB,move backward,move backward,True,0.597,1.32
speaker14_MoveForward_snr0db.wav,speaker14,SNR_0dB,move forward,move forward,True,0.606,1.34
speaker14_MoveForward_snr10db.wav,speaker14,SNR_10dB,move forward,move forward,True,0.667,1.19
speaker14_MoveForward_snr20db.wav,speaker14,SNR_20dB,move forward,move forward,True,0.602,1.13
speaker14_Stop_snr0db.wav,speaker14,SNR_0dB,stop,stop,True,0.57,1.5
speaker14_Stop_snr10db.wav,speaker14,SNR_10dB,stop,stop,True,0.535,1.12
speaker14_Stop_snr20db.wav,speaker14,SNR_20dB,stop,stop,True,0.5,1.11
speaker14_TurnLeft_snr0db.wav,speaker14,SNR_0dB,turn left,turn left,True,0.646,1.15
speaker14_TurnLeft_snr10db.wav,speaker14,SNR_10dB,turn left,turn left,True,0.687,1.28
speaker14_TurnLeft_snr20db.wav,speaker14,SNR_20dB,turn left,turn left,True,0.6,1.37
speaker14_TurnRight_snr0db.wav,speaker14,SNR_0dB,turn right,turn right,True,0.698,1.28
speaker14_TurnRight_snr10db.wav,speaker14,SNR_10dB,turn right,turn right,True,0.68,1.16
speaker14_TurnRight_snr20db.wav,speaker14,SNR_20dB,turn right,turn right,True,0.528,1.17
speaker15_MoveBackward_snr0db.wav,speaker15,SNR_0dB,move backward,move backward,True,0.643,1.17
speaker15_MoveBackward_snr10db.wav,speaker15,SNR_10dB,move backward,move backward,True,0.64,1.2
speaker15_MoveBackward_snr20db.wav,speaker15,SNR_20dB,move backward,move backward,True,0.626,1.33
speaker15_MoveForward_snr0db.wav,speaker15,SNR_0dB,move forward,move forward,True,0.675,1.71
speaker15_MoveForward_snr10db.wav,speaker15,SNR_10dB,move forward,move forward,True,0.663,1.76
speaker15_MoveForward_snr20db.wav,speaker15,SNR_20dB,move forward,move forward,True,0.611,1.29
speaker15_Stop_snr0db.wav,speaker15,SNR_0dB,stop,stop,True,0.558,1.17
speaker15_Stop_snr10db.wav,speaker15,SNR_10dB,stop,stop,True,0.608,1.27
speaker15_Stop_snr20db.wav,speaker15,SNR_20dB,stop,stop,True,0.59,1.36
speaker15_TurnLeft_snr0db.wav,speaker15,SNR_0dB,turn left,turn left,True,0.703,1.21
speaker15_TurnLeft_snr10db.wav,speaker15,SNR_10dB,turn left,turn left,True,0.704,1.15
speaker15_TurnLeft_snr20db.wav,speaker15,SNR_20dB,turn left,turn left,True,0.543,1.21
speaker15_TurnRight_snr0db.wav,speaker15,SNR_0dB,turn right,turn right,True,0.678,1.33
speaker15_TurnRight_snr10db.wav,speaker15,SNR_10dB,turn right,turn right,True,0.612,1.41
speaker15_TurnRight_snr20db.wav,speaker15,SNR_20dB,turn right,turn right,True,0.549,1.35
speaker16_MoveBackward_snr0db.wav,speaker16,SNR_0dB,move backward,move backward,True,0.656,1.16
speaker16_MoveBackward_snr10db.wav,speaker16,SNR_10dB,move backward,move backward,True,0.638,1.17
speaker16_MoveBackward_snr20db.wav,speaker16,SNR_20dB,move backward,move backward,True,0.586,1.12
speaker16_MoveForward_snr0db.wav,speaker16,SNR_0dB,move forward,move forward,True,0.609,1.17
speaker16_MoveForward_snr10db.wav,speaker16,SNR_10dB,move forward,move forward,True,0.633,1.31
speaker16_MoveForward_snr20db.wav,speaker16,SNR_20dB,move forward,move forward,True,0.6,2.92
speaker16_Stop_snr0db.wav,speaker16,SNR_0dB,stop,stop,True,0.633,3.24
speaker16_Stop_snr10db.wav,speaker16,SNR_10dB,stop,stop,True,0.501,2.29
speaker16_Stop_snr20db.wav,speaker16,SNR_20dB,stop,stop,True,0.471,1.66
speaker16_TurnLeft_snr0db.wav,speaker16,SNR_0dB,turn left,turn left,True,0.731,1.68
speaker16_TurnLeft_snr10db.wav,speaker16,SNR_10dB,turn left,turn left,True,0.686,1.6
speaker16_TurnLeft_snr20db.wav,speaker16,SNR_20dB,turn left,turn left,True,0.523,1.4
speaker16_TurnRight_snr0db.wav,speaker16,SNR_0dB,turn right,turn right,True,0.672,1.26
speaker16_TurnRight_snr10db.wav,speaker16,SNR_10dB,turn right,turn right,True,0.685,1.24
speaker16_TurnRight_snr20db.wav,speaker16,SNR_20dB,turn right,turn right,True,0.52,1.37
speaker17_MoveBackward_snr0db.wav,speaker17,SNR_0dB,move backward,move backward,True,0.62,1.4
speaker17_MoveBackward_snr10db.wav,speaker17,SNR_10dB,move backward,move backward,True,0.649,1.84
speaker17_MoveBackward_snr20db.wav,speaker17,SNR_20dB,move backward,move backward,True,0.626,2.12
speaker17_MoveForward_snr0db.wav,speaker17,SNR_0dB,move forward,move forward,True,0.615,1.53
speaker17_MoveForward_snr10db.wav,speaker17,SNR_10dB,move forward,move forward,True,0.594,1.45
speaker17_MoveForward_snr20db.wav,speaker17,SNR_20dB,move forward,move forward,True,0.566,1.35
speaker17_Stop_snr0db.wav,speaker17,SNR_0dB,stop,stop,True,0.616,1.15
speaker17_Stop_snr10db.wav,speaker17,SNR_10dB,stop,stop,True,0.615,1.15
speaker17_Stop_snr20db.wav,speaker17,SNR_20dB,stop,stop,True,0.527,1.16
speaker17_TurnLeft_snr0db.wav,speaker17,SNR_0dB,turn left,turn left,True,0.72,1.64
speaker17_TurnLeft_snr10db.wav,speaker17,SNR_10dB,turn left,turn left,True,0.703,2.06
speaker17_TurnLeft_snr20db.wav,speaker17,SNR_20dB,turn left,turn left,True,0.636,1.39
speaker17_TurnRight_snr0db.wav,speaker17,SNR_0dB,turn right,turn right,True,0.671,1.3
speaker17_TurnRight_snr10db.wav,speaker17,SNR_10dB,turn right,turn right,True,0.632,1.33
speaker17_TurnRight_snr20db.wav,speaker17,SNR_20dB,turn right,turn right,True,0.651,1.78
speaker18_MoveBackward_snr0db.wav,speaker18,SNR_0dB,move backward,move backward,True,0.662,1.23
speaker18_MoveBackward_snr10db.wav,speaker18,SNR_10dB,move backward,move backward,True,0.689,1.6
speaker18_MoveBackward_snr20db.wav,speaker18,SNR_20dB,move backward,move backward,True,0.626,1.68
speaker18_MoveForward_snr0db.wav,speaker18,SNR_0dB,move forward,move forward,True,0.686,1.32
speaker18_MoveForward_snr10db.wav,speaker18,SNR_10dB,move forward,move forward,True,0.674,1.26
speaker18_MoveForward_snr20db.wav,speaker18,SNR_20dB,move forward,move forward,True,0.638,1.25
speaker18_Stop_snr0db.wav,speaker18,SNR_0dB,stop,stop,True,0.582,1.19
speaker18_Stop_snr10db.wav,speaker18,SNR_10dB,stop,stop,True,0.619,1.21
speaker18_Stop_snr20db.wav,speaker18,SNR_20dB,stop,stop,True,0.504,1.22
speaker18_TurnLeft_snr0db.wav,speaker18,SNR_0dB,turn left,turn left,True,0.734,1.47
speaker18_TurnLeft_snr10db.wav,speaker18,SNR_10dB,turn left,turn left,True,0.686,1.52
speaker18_TurnLeft_snr20db.wav,speaker18,SNR_20dB,turn left,turn left,True,0.657,1.49
speaker18_TurnRight_snr0db.wav,speaker18,SNR_0dB,turn right,turn right,True,0.675,1.44
speaker18_TurnRight_snr10db.wav,speaker18,SNR_10dB,turn right,turn right,True,0.646,1.23
speaker18_TurnRight_snr20db.wav,speaker18,SNR_20dB,turn right,turn right,True,0.637,1.25
speaker19_MoveBackward_snr0db.wav,speaker19,SNR_0dB,move backward,move backward,True,0.695,1.23
speaker19_MoveBackward_snr10db.wav,speaker19,SNR_10dB,move backward,move backward,True,0.654,1.25
speaker19_MoveBackward_snr20db.wav,speaker19,SNR_20dB,move backward,move backward,True,0.553,1.61
speaker19_MoveForward_snr0db.wav,speaker19,SNR_0dB,move forward,move forward,True,0.659,1.66
speaker19_MoveForward_snr10db.wav,speaker19,SNR_10dB,move forward,move forward,True,0.637,1.5
speaker19_MoveForward_snr20db.wav,speaker19,SNR_20dB,move forward,move forward,True,0.548,1.32
speaker19_Stop_snr0db.wav,speaker19,SNR_0dB,stop,stop,True,0.604,1.21
speaker19_Stop_snr10db.wav,speaker19,SNR_10dB,stop,stop,True,0.602,1.22
speaker19_Stop_snr20db.wav,speaker19,SNR_20dB,stop,stop,True,0.518,1.2
speaker19_TurnLeft_snr0db.wav,speaker19,SNR_0dB,turn left,turn left,True,0.707,1.45
speaker19_TurnLeft_snr10db.wav,speaker19,SNR_10dB,turn left,turn left,True,0.704,1.57
speaker19_TurnLeft_snr20db.wav,speaker19,SNR_20dB,turn left,turn left,True,0.684,1.42
speaker19_TurnRight_snr0db.wav,speaker19,SNR_0dB,turn right,turn right,True,0.433,1.29
speaker19_TurnRight_snr10db.wav,speaker19,SNR_10dB,turn right,turn right,True,0.681,1.25
speaker19_TurnRight_snr20db.wav,speaker19,SNR_20dB,turn right,turn right,True,0.548,1.2
speaker1_MoveBackward_snr0db.wav,speaker1,SNR_0dB,move backward,move backward,True,0.5,1.25
speaker1_MoveBackward_snr10db.wav,speaker1,SNR_10dB,move backward,move backward,True,0.48,11.6
speaker1_MoveBackward_snr20db.wav,speaker1,SNR_20dB,move backward,move backward,True,0.701,1.39
speaker1_MoveForward_snr0db.wav,speaker1,SNR_0dB,move forward,move forward,True,0.511,1.65
speaker1_MoveForward_snr10db.wav,speaker1,SNR_10dB,move forward,move forward,True,0.498,1.58
speaker1_MoveForward_snr20db.wav,speaker1,SNR_20dB,move forward,move forward,True,0.529,1.3
speaker1_Stop_snr0db.wav,speaker1,SNR_0dB,stop,stop,True,0.588,1.23
speaker1_Stop_snr10db.wav,speaker1,SNR_10dB,stop,stop,True,0.543,1.33
speaker1_Stop_snr20db.wav,speaker1,SNR_20dB,stop,stop,True,0.436,1.26
speaker1_TurnLeft_snr0db.wav,speaker1,SNR_0dB,turn left,turn left,True,0.491,1.58
speaker1_TurnLeft_snr10db.wav,speaker1,SNR_10dB,turn left,turn left,True,0.541,1.52
speaker1_TurnLeft_snr20db.wav,speaker1,SNR_20dB,turn left,turn left,True,0.591,1.63
speaker1_TurnRight_snr0db.wav,speaker1,SNR_0dB,turn right,turn right,True,0.458,1.61
speaker1_TurnRight_snr10db.wav,speaker1,SNR_10dB,turn right,turn right,True,0.486,1.29
speaker1_TurnRight_snr20db.wav,speaker1,SNR_20dB,turn right,turn right,True,0.467,11.58
speaker20_MoveBackward_snr0db.wav,speaker20,SNR_0dB,move backward,move backward,True,0.64,1.43
speaker20_MoveBackward_snr10db.wav,speaker20,SNR_10dB,move backward,move backward,True,0.599,1.35
speaker20_MoveBackward_snr20db.wav,speaker20,SNR_20dB,move backward,move backward,True,0.543,1.36
speaker20_MoveForward_snr0db.wav,speaker20,SNR_0dB,move forward,move forward,True,0.583,1.61
speaker20_MoveForward_snr10db.wav,speaker20,SNR_10dB,move forward,move forward,True,0.591,1.52
speaker20_MoveForward_snr20db.wav,speaker20,SNR_20dB,move forward,move forward,True,0.533,1.37
speaker20_Stop_snr0db.wav,speaker20,SNR_0dB,stop,stop,True,0.65,1.26
speaker20_Stop_snr10db.wav,speaker20,SNR_10dB,stop,stop,True,0.541,1.33
speaker20_Stop_snr20db.wav,speaker20,SNR_20dB,stop,stop,True,0.489,1.29
speaker20_TurnLeft_snr0db.wav,speaker20,SNR_0dB,turn left,turn left,True,0.661,1.38
speaker20_TurnLeft_snr10db.wav,speaker20,SNR_10dB,turn left,turn left,True,0.71,1.36
speaker20_TurnLeft_snr20db.wav,speaker20,SNR_20dB,turn left,turn left,True,0.648,1.49
speaker20_TurnRight_snr0db.wav,speaker20,SNR_0dB,turn right,turn right,True,0.704,1.49
speaker20_TurnRight_snr10db.wav,speaker20,SNR_10dB,turn right,turn right,True,0.577,1.41
speaker20_TurnRight_snr20db.wav,speaker20,SNR_20dB,turn right,turn right,True,0.564,1.45
speaker2_MoveBackward_snr0db.wav,speaker2,SNR_0dB,move backward,move backward,True,0.524,1.33
speaker2_MoveBackward_snr10db.wav,speaker2,SNR_10dB,move backward,move backward,True,0.532,1.41
speaker2_MoveBackward_snr20db.wav,speaker2,SNR_20dB,move backward,move backward,True,0.599,11.12
speaker2_MoveForward_snr0db.wav,speaker2,SNR_0dB,move forward,move forward,True,0.575,1.61
speaker2_MoveForward_snr10db.wav,speaker2,SNR_10dB,move forward,move forward,True,0.576,1.47
speaker2_MoveForward_snr20db.wav,speaker2,SNR_20dB,move forward,move forward,True,0.594,1.74
speaker2_Stop_snr0db.wav,speaker2,SNR_0dB,stop,stop,True,0.631,1.5
speaker2_Stop_snr10db.wav,speaker2,SNR_10dB,stop,stop,True,0.549,1.31
speaker2_Stop_snr20db.wav,speaker2,SNR_20dB,stop,,False,0.395,1.29
speaker2_TurnLeft_snr0db.wav,speaker2,SNR_0dB,turn left,turn left,True,0.526,1.34
speaker2_TurnLeft_snr10db.wav,speaker2,SNR_10dB,turn left,turn left,True,0.575,1.33
speaker2_TurnLeft_snr20db.wav,speaker2,SNR_20dB,turn left,turn left,True,0.524,1.91
speaker2_TurnRight_snr0db.wav,speaker2,SNR_0dB,turn right,turn right,True,0.625,1.67
speaker2_TurnRight_snr10db.wav,speaker2,SNR_10dB,turn right,turn right,True,0.517,1.44
speaker2_TurnRight_snr20db.wav,speaker2,SNR_20dB,turn right,turn right,True,0.537,1.46
speaker3_MoveBackward_snr0db.wav,speaker3,SNR_0dB,move backward,move backward,True,0.487,1.33
speaker3_MoveBackward_snr10db.wav,speaker3,SNR_10dB,move backward,move backward,True,0.512,1.29
speaker3_MoveBackward_snr20db.wav,speaker3,SNR_20dB,move backward,,False,0.392,10.81
speaker3_MoveForward_snr0db.wav,speaker3,SNR_0dB,move forward,move forward,True,0.58,1.54
speaker3_MoveForward_snr10db.wav,speaker3,SNR_10dB,move forward,move forward,True,0.532,1.3
speaker3_MoveForward_snr20db.wav,speaker3,SNR_20dB,move forward,move forward,True,0.509,1.49
speaker3_Stop_snr0db.wav,speaker3,SNR_0dB,stop,stop,True,0.489,1.48
speaker3_Stop_snr10db.wav,speaker3,SNR_10dB,stop,stop,True,0.458,1.34
speaker3_Stop_snr20db.wav,speaker3,SNR_20dB,stop,stop,True,0.536,1.28
speaker3_TurnLeft_snr0db.wav,speaker3,SNR_0dB,turn left,turn left,True,0.632,1.34
speaker3_TurnLeft_snr10db.wav,speaker3,SNR_10dB,turn left,turn left,True,0.512,1.42
speaker3_TurnLeft_snr20db.wav,speaker3,SNR_20dB,turn left,turn left,True,0.5,1.38
speaker3_TurnRight_snr0db.wav,speaker3,SNR_0dB,turn right,turn right,True,0.565,1.59
speaker3_TurnRight_snr10db.wav,speaker3,SNR_10dB,turn right,turn right,True,0.524,1.61
speaker3_TurnRight_snr20db.wav,speaker3,SNR_20dB,turn right,turn right,True,0.441,1.56
speaker4_MoveBackward_snr0db.wav,speaker4,SNR_0dB,move backward,move backward,True,0.554,1.32
speaker4_MoveBackward_snr10db.wav,speaker4,SNR_10dB,move backward,move backward,True,0.533,1.33
speaker4_MoveBackward_snr20db.wav,speaker4,SNR_20dB,move backward,move backward,True,0.541,1.32
speaker4_MoveForward_snr0db.wav,speaker4,SNR_0dB,move forward,move forward,True,0.509,1.39
speaker4_MoveForward_snr10db.wav,speaker4,SNR_10dB,move forward,move forward,True,0.521,2.16
speaker4_MoveForward_snr20db.wav,speaker4,SNR_20dB,move forward,move forward,True,0.618,2.02
speaker4_Stop_snr0db.wav,speaker4,SNR_0dB,stop,,False,0.481,2.1
speaker4_Stop_snr10db.wav,speaker4,SNR_10dB,stop,,False,0.45,3.29
speaker4_Stop_snr20db.wav,speaker4,SNR_20dB,stop,,False,0.45,4.03
speaker4_TurnLeft_snr0db.wav,speaker4,SNR_0dB,turn left,turn left,True,0.643,4.57
speaker4_TurnLeft_snr10db.wav,speaker4,SNR_10dB,turn left,turn left,True,0.617,2.07
speaker4_TurnLeft_snr20db.wav,speaker4,SNR_20dB,turn left,turn left,True,0.587,1.55
speaker4_TurnRight_snr0db.wav,speaker4,SNR_0dB,turn right,turn right,True,0.617,1.65
speaker4_TurnRight_snr10db.wav,speaker4,SNR_10dB,turn right,turn right,True,0.623,1.8
speaker4_TurnRight_snr20db.wav,speaker4,SNR_20dB,turn right,turn right,True,0.558,1.65
speaker5_MoveBackward_snr0db.wav,speaker5,SNR_0dB,move backward,turn left,False,0.466,1.57
speaker5_MoveBackward_snr10db.wav,speaker5,SNR_10dB,move backward,move backward,True,0.49,1.37
speaker5_MoveBackward_snr20db.wav,speaker5,SNR_20dB,move backward,move backward,True,0.533,1.46
speaker5_MoveForward_snr0db.wav,speaker5,SNR_0dB,move forward,move forward,True,0.469,2.04
speaker5_MoveForward_snr10db.wav,speaker5,SNR_10dB,move forward,move forward,True,0.516,2.13
speaker5_MoveForward_snr20db.wav,speaker5,SNR_20dB,move forward,move forward,True,0.487,1.69
speaker5_Stop_snr0db.wav,speaker5,SNR_0dB,stop,,False,0.45,1.3
speaker5_Stop_snr10db.wav,speaker5,SNR_10dB,stop,,False,0.45,1.37
speaker5_Stop_snr20db.wav,speaker5,SNR_20dB,stop,stop,True,0.505,1.35
speaker5_TurnLeft_snr0db.wav,speaker5,SNR_0dB,turn left,turn left,True,0.453,1.42
speaker5_TurnLeft_snr10db.wav,speaker5,SNR_10dB,turn left,turn left,True,0.598,1.52
speaker5_TurnLeft_snr20db.wav,speaker5,SNR_20dB,turn left,turn left,True,0.666,1.49
speaker5_TurnRight_snr0db.wav,speaker5,SNR_0dB,turn right,turn right,True,0.675,1.42
speaker5_TurnRight_snr10db.wav,speaker5,SNR_10dB,turn right,turn right,True,0.626,1.4
speaker5_TurnRight_snr20db.wav,speaker5,SNR_20dB,turn right,turn right,True,0.628,1.31
speaker6_MoveBackward_snr0db.wav,speaker6,SNR_0dB,move backward,move backward,True,0.587,1.47
speaker6_MoveBackward_snr10db.wav,speaker6,SNR_10dB,move backward,move backward,True,0.564,1.4
speaker6_MoveBackward_snr20db.wav,speaker6,SNR_20dB,move backward,move backward,True,0.513,1.53
speaker6_MoveForward_snr0db.wav,speaker6,SNR_0dB,move forward,move forward,True,0.564,1.63
speaker6_MoveForward_snr10db.wav,speaker6,SNR_10dB,move forward,move forward,True,0.525,1.57
speaker6_MoveForward_snr20db.wav,speaker6,SNR_20dB,move forward,move forward,True,0.558,1.39
speaker6_Stop_snr0db.wav,speaker6,SNR_0dB,stop,stop,True,0.506,1.41
speaker6_Stop_snr10db.wav,speaker6,SNR_10dB,stop,stop,True,0.541,1.29
speaker6_Stop_snr20db.wav,speaker6,SNR_20dB,stop,stop,True,0.453,1.26
speaker6_TurnLeft_snr0db.wav,speaker6,SNR_0dB,turn left,turn left,True,0.66,1.33
speaker6_TurnLeft_snr10db.wav,speaker6,SNR_10dB,turn left,turn left,True,0.64,1.64
speaker6_TurnLeft_snr20db.wav,speaker6,SNR_20dB,turn left,turn left,True,0.595,1.59
speaker6_TurnRight_snr0db.wav,speaker6,SNR_0dB,turn right,turn right,True,0.647,1.52
speaker6_TurnRight_snr10db.wav,speaker6,SNR_10dB,turn right,turn right,True,0.682,1.44
speaker6_TurnRight_snr20db.wav,speaker6,SNR_20dB,turn right,turn right,True,0.634,1.34
speaker7_MoveBackward_snr0db.wav,speaker7,SNR_0dB,move backward,move backward,True,0.616,1.28
speaker7_MoveBackward_snr10db.wav,speaker7,SNR_10dB,move backward,move backward,True,0.614,1.28
speaker7_MoveBackward_snr20db.wav,speaker7,SNR_20dB,move backward,move backward,True,0.699,1.37
speaker7_MoveForward_snr0db.wav,speaker7,SNR_0dB,move forward,move forward,True,0.649,1.49
speaker7_MoveForward_snr10db.wav,speaker7,SNR_10dB,move forward,move forward,True,0.629,1.52
speaker7_MoveForward_snr20db.wav,speaker7,SNR_20dB,move forward,move forward,True,0.586,1.37
speaker7_Stop_snr0db.wav,speaker7,SNR_0dB,stop,stop,True,0.498,1.41
speaker7_Stop_snr10db.wav,speaker7,SNR_10dB,stop,stop,True,0.55,1.24
speaker7_Stop_snr20db.wav,speaker7,SNR_20dB,stop,stop,True,0.48,1.27
speaker7_TurnLeft_snr0db.wav,speaker7,SNR_0dB,turn left,turn left,True,0.706,1.3
speaker7_TurnLeft_snr10db.wav,speaker7,SNR_10dB,turn left,turn left,True,0.676,1.38
speaker7_TurnLeft_snr20db.wav,speaker7,SNR_20dB,turn left,turn left,True,0.672,1.52
speaker7_TurnRight_snr0db.wav,speaker7,SNR_0dB,turn right,turn right,True,0.574,1.54
speaker7_TurnRight_snr10db.wav,speaker7,SNR_10dB,turn right,turn right,True,0.598,1.38
speaker7_TurnRight_snr20db.wav,speaker7,SNR_20dB,turn right,turn right,True,0.605,1.41
speaker8_MoveBackward_snr0db.wav,speaker8,SNR_0dB,move backward,move backward,True,0.65,1.31
speaker8_MoveBackward_snr10db.wav,speaker8,SNR_10dB,move backward,move backward,True,0.661,1.28
speaker8_MoveBackward_snr20db.wav,speaker8,SNR_20dB,move backward,move backward,True,0.676,1.3
speaker8_MoveForward_snr0db.wav,speaker8,SNR_0dB,move forward,move forward,True,0.686,2.12
speaker8_MoveForward_snr10db.wav,speaker8,SNR_10dB,move forward,move forward,True,0.68,1.65
speaker8_MoveForward_snr20db.wav,speaker8,SNR_20dB,move forward,move forward,True,0.653,1.63
speaker8_Stop_snr0db.wav,speaker8,SNR_0dB,stop,stop,True,0.558,1.31
speaker8_Stop_snr10db.wav,speaker8,SNR_10dB,stop,stop,True,0.705,1.4
speaker8_Stop_snr20db.wav,speaker8,SNR_20dB,stop,stop,True,0.502,1.23
speaker8_TurnLeft_snr0db.wav,speaker8,SNR_0dB,turn left,turn left,True,0.722,1.31
speaker8_TurnLeft_snr10db.wav,speaker8,SNR_10dB,turn left,turn left,True,0.671,1.43
